berlin-hotel-190599-review-1.json_0,This hotel was very modern and sleek.,0
berlin-hotel-190599-review-1.json_1,"Beautiful, well-laid out, albeiit small rooms.",0
berlin-hotel-190599-review-1.json_2,"Fantastic breakfast with an incredible selection of meats, cheeses, yogurts, breads etc. And, as a non-German speaker,",0
berlin-hotel-190599-review-1.json_3,the staff were uber-helpful.,0
berlin-hotel-190599-review-1.json_4,Great location in front of a u-bahn stop.,0
berlin-hotel-190599-review-2.json_0,"Our first trip to Berlin, so we were unfamiliar with the city layout.",0
berlin-hotel-190599-review-2.json_1,But we were drawn to the design of the Art'otel.,0
berlin-hotel-190599-review-2.json_2,"Yes, the public spaces are nicely designed,",0
berlin-hotel-190599-review-2.json_3,as are the rooms.,0
berlin-hotel-190599-review-2.json_4,But the rooms are small and not very functional.,0
berlin-hotel-190599-review-2.json_5,And the location is definitely out of the way (although there is an U-bahn station just a half block away).,0
berlin-hotel-190599-review-2.json_6,And we were really put off by the tourist buses and groups.,0
berlin-hotel-190599-review-2.json_7,Not really our scene.,0
berlin-hotel-190599-review-2.json_8,"If you do end up here, be sure to specify a room at the back of the hotel.",1
berlin-hotel-190599-review-2.json_9,The ones on the front are very noisy.,0
berlin-hotel-190599-review-3.json_0,"Directly across the street from an informal bus terminus the hotel is also very convenient for the U-Bahn into town and some points in the East on foot, but quite a walk away from the heart of things.",0
berlin-hotel-190599-review-3.json_1,"The staff was friendly and tried to be accomodating, but couldn't give me a non-smoking room for the first night, nor an internal room,",0
berlin-hotel-190599-review-3.json_2,and I was woken by the early morning firing up of the local bus service (a courtyard-facing room is essential unless you have industrial strength earplugs.)The rooms are small and ill-conceived.,1
berlin-hotel-190599-review-3.json_3,Too much attention on 'fabulousness' throughout the hotel (the public spaces are sleek and unwelcoming) and not enough on basic guest comfort.,0
berlin-hotel-190599-review-4.json_0,"Having previously enjoyed a great week's stay at the sister art'otel in Berlin (the Warhol-themed City Centre West), we decided to book a 4-night stay at this hotel so we could visit more of the sights on the eastern side of the city.",0
berlin-hotel-190599-review-4.json_1,The difference was stark.,0
berlin-hotel-190599-review-4.json_2,"This hotel is located in a very quiet district - barely a passing car on a weekday, completely dead at the weekendand with no local facilities.",0
berlin-hotel-190599-review-4.json_3,The one bar round the corner had one old pensioner propping the bar up on a Friday evening.,0
berlin-hotel-190599-review-4.json_4,The hotel itself is already showing signs of age.,0
berlin-hotel-190599-review-4.json_5,"The fixtures and fittings in the room were tired and worn; edges of shelves worn away, carpets badly stained, window blinds torn and damaged.",0
berlin-hotel-190599-review-4.json_6,"The room was very much smaller than in the sister hotel,",0
berlin-hotel-190599-review-4.json_7,though the bed was amply sized as in all German hotels.,0
berlin-hotel-190599-review-4.json_8,Only one almost useless pillow per person though (think no thicker than a cracker) and no availability of additional bed linen as most other hotels would normally provide.,0
berlin-hotel-190599-review-4.json_9,The room was effectively air conditioned (i.e. you could control temperature and speed yourself),0
berlin-hotel-190599-review-4.json_10,"and this is essential as the hotel's proximity to a very still tributary to the Spree means that the area is plagued by large, voracious mosquitoes.",0
berlin-hotel-190599-review-4.json_11,Leaving your bedroom window open is not an option as my heavily bitten body will testify!,0
berlin-hotel-190599-review-4.json_12,During my stay I needed to use the internet in order to check-in for our return flight.,0
berlin-hotel-190599-review-4.json_13,The cost of using the solitary PC in the lobby was extortionate.,0
berlin-hotel-190599-review-4.json_14,"Given the low cost of internet access and PC hardware, all decent hotels now offer such 'business centre' services for free - here,",0
berlin-hotel-190599-review-4.json_15,it was a credit card driven system charging 1Euro for 3 minutes online time and extra for every printed page.,0
berlin-hotel-190599-review-4.json_16,"As a general tip, if you need to use the internet whilst in Berlin, look up the Easy Internet cafes before you go, there's a huge one in Kurfurstendam",1
berlin-hotel-190599-review-4.json_17,and at least one more I saw elsewhere - there access costs 1 Euro for an hour!,0
berlin-hotel-190599-review-4.json_18,"Overall, the stay at Berlin Mitte was not what I expected from a hotel chain which calls its most basic room 'Superior'.",0
berlin-hotel-190599-review-4.json_19,It needs to decide whether it wants to be 'designer' or just a smart hostel.,0
berlin-hotel-190599-review-4.json_20,"For UK travellers, the room was the same size",0
berlin-hotel-190599-review-4.json_21,and in the same condition as you'd find in a Travelodge.,0
berlin-hotel-190599-review-4.json_22,"If you expect no more than that, you won't be disappointed.",1
berlin-hotel-190599-review-4.json_23,"Also, if you're the kind of person who likes to step out of their hotel and straight into the action,",0
berlin-hotel-190599-review-4.json_24,this won't ring your bell as all destinations will require at least a half hour walk or public transport journey.,0
berlin-hotel-190599-review-5.json_0,"Rooms nices, Staff helpful.",0
berlin-hotel-190599-review-5.json_1,"Beds firm, pillows very soft.",0
berlin-hotel-190599-review-5.json_2,"No shampoo provided in the room, Shower Gel dispensers don't work well.",0
berlin-hotel-190599-review-5.json_3,"Breakfast expensive, supermarket not far, Good value Internet cafe nearby.",0
berlin-hotel-190599-review-5.json_4,Close to museum island and U-ban just outside hotel.,0
berlin-hotel-190599-review-6.json_0,"Our perfect hotel is one that offers a central location to the attractions we want to see - with spacious, comfortable rooms and good service.",0
berlin-hotel-190599-review-6.json_1,"art'otel, Mitte in Berlin definitely fulfilled these requirements.",0
