1,does your apex dvd player only play dvd audio without video?,0
2,or does it play audio and video but scrolling in black and white ?,0
3,"before you try to return the player or waste hours calling apex tech support , or run the player over with your car, try these simple troubleshooting ideas first .",1
4,hopefully you still have the remote control .,0
5,"if you tossed it out of  the window , you need to fetch it .",0
6,"using the remote control , press the i/p button located on the bottom right corner of the remote .",0
7,the i/p button switches the tv display between interlace and progressive .,0
8,"if this doesnt bring back the picture, try pressing this button without playing a dvd .",1
9,"if you dont get video back , now you can run the player over with your car !",1
10,picture scrolling in b/w :,0
11,you need the remote control for this so you better get it from your dog before he burries it in the backyard .,0
12,press the p/n button located on the bottom right corner of the remote .,1
13,the p/n button switches your dvd players video output signal between pal and ntsc .,0
14,"by pressing p/n , you should be able to get a good picture on the screen .",1
15,for other problems go to http://www.apexdigitalinc.com/support.asp,0
16,i hope i have helped you continue to enjoy the apex dvd player with these troubleshooting tips .,0
17,i have done some research and experimenting with the remote when my apex ad-2500 seemed to have lost its video signal .,0
18,im a more happier person after discovering the i/p button !,0
19,the button was probably accidentally pushed to cause the black screen in the first place .,0
20,"but , if you 're looking for my opinion of the apex dvd player , i love it !",0
21,it practically plays almost everything you give it .,0
22,i 've had the player for about 2 years now and it still performs nicely with the exception of an occasional wwhhhrrr sound from the motor .,0
23,for the price it is a well spent investment !,0
24,i would recommend buying one .,1
25,i've owned 6 or 7 dvd players since 1998 .,0
26,"this is by far the nicest one , in so many ways .",0
27,"it 's very sleek looking with a very good front panel button layout , and it has a great feature set .",0
28,its fast-forward and rewind work much more smoothly and consistently than those of other models i 've had .,0
29,"it plays alternate video formats ( vcds , svcds , cvds ) very well .",0
30,and amazon.com has it for such a great price -- how can you go wrong ?,0
31,i've bought one for the den and will buy a 2nd one for the bedroom .,0
32,strengths are well listed by other reviewers .,0
33,"what got me to buy was the reviewer that said it would play dvd-rs fill of files ( e. , mp3s ) .",0
34,that 's a rare and valuable feature .,0
35,"i have a dvd burner on my computer and a zillion mp3s , and it 's a lot nicer to access them 4.5 gb at a time ( dvd-r ) than 0.7 gb at a time ( cd-r ) !",0
36,"another nice thing is that the unit has both optical and coax digital audio outputs , though the latter was not mentioned in the literature i 'd scanned before buying .",0
37,"saved me from having to buy an expensive optical cable , as i already had a coax cable .",0
38,"at double-speed ( 2x forward speed ) , it still plays mp3s with sound -- they are pitch-corrected and smooth , but twice as fast !",0
39,"i wish it would do the same for movies , but that 's one rare / cool feature you will have to forgo .",0
40,"weaknesses are minor : the feel and layout of the remote control are only so-so ; it does n't show the complete filenames of mp3s with really long names ; you must cycle through every zoom setting ( 2x , 3x , 4x , 1/2x , etc. ) before getting back to normal size [ sorry if i 'm just ignorant of a way to get back to 1x quickly ] .",0
41,"if you 're a bargain hunter and you want a great feature set for a rock-bottom price , i highly recommend this model .",1
42,update : the finish is more  mirror  than silver -- and i like it !,0
43,many of our disney movies do n't play on this dvd player .,0
44,i spoke to a rep. at apex and was told that a new format is being used and we wont be able to view any disney movies made in the last couple months .,0
45,player has a problem with dual-layer dvd 's such as alias season 1 and season 2 .,0
46,"for the money , get a better quality player .",1
47,player works and looks great - if you can get the dvd 's to play .,0
48,i know the saying is  you get what you pay for  but at this stage of game dvd players must have better quality than this - there is no excuse .,1
49,will never purchase apex again .,0
50,customer service and technical support are overloaded and nonresponsive - tells you about the quality of their products and their willingness to stand behind them .,0
51,"pass this player up , and never believe the reviews on a product right before christmas !",1
52,"for the first few weeks , this player was everything i expected it to be , an affordable multi-format dvd player with a stylish slim case as advertised .",0
53,"then my dvds would stop playing in the middle , or not even be read at all .",0
54,new cds almost always began skipping after a few plays .,0
55,"i thought it was just the player , but then i started checking the discs to find that the apex 2600 is actually ruining my media .",0
56,there are funny little ridges on the dvd that look like the slice of a tree trunk !,0
57,this player is not worth any price and i recommend that you do n't purchase it .,1
58,"i intend to contact the company , but from what i 've read .",0
59,i just got screwed out of fifty bucks .,0
60,apex does n't answer the phone .,0
61,no way to contact their customer service .,0
62,very bad quality .,0
63,i bought this apex 2600 dvd player for myself at christmas because it got good reviews as a good value for the money on a variety of different sites .,0
64,i took it to my father 's house to play a tom jones concert dvd and he loved the player so much i gave it to him .,0
65,now i need to buy myself another one !,0
66,have used it frequently and have had no problems .,0
67,"i always research electronics online before i buy because even within the same company , some models are better than others .",0
68,i liked this one enough to buy another .,0
69,my dad also has an apex tv and it was another great value for the money .,0
70,great quality picture and features .,0
71,thought i 'd weigh in here with my stats .,0
72,i 've bought 3 apex dvd players now .,0
73,"they play just about everything , but # 2 and # 3 died very shortly after getting them .",0
74,i am back to using # 1 .,0
75,"nice machines , but i consider their quality pretty low now .",0
76,this item broke just two weeks after i gave it to my kids for christmas .,0
77,the door would not close .,0
78,i tried to contact apex to return it ( i missed the amazon return period ) and it took 3 months to get through to their customer service dept .,0
79,i am still trying to resolve it four months later .,0
80,it looks great - and is loaded with features .,0
81,unfortunately it turns out to be the  disposable  type .,0
82,have had problems since the first day,0
83,"- not playing some dvds and then finally after less than 60 days , it just would not recognize anything i pop in it .",0
84,save money on the long run - buy something decent once instead of buying cheap every month .,1
85,the apex 2600 has been a steady performer for me .,0
86,"i bought mine in december of 2003 , and have had no real problems with it.",0
87,it does tend to run quite hot and should be given lots of room for air circulation .,1
88,it did also seem to have a strong  new electronics  smell for some time .,0
89,"the only thing i did experience was a problem of the player freezing while playing , which i was able to clear by opening it up and blowing it out with  canned air .",0
90,"this problem vanished after the first month , so i assume it was a temporary dust issue .",0
91,the two main reasons i had for getting this model were the range of disks types played and the recommendation of a friend .,0
92,"( he had owned two apex dvd players , and was pleased with both of them . )",0
93,"the fact that this model would play jpeg slideshows was a big plus for me as a visual artist , and i discovered by accident ( it is not mentioned anywhere in the literature ) that it will play mpeg1 files on a regular cd-r data disk without vcd formatting .",0
94,"the remote is okay , but i am not a fan of remotes with tiny buttons .",0
95,"i especially like the more commonly used buttons , such as play , pause , and stop , to be larger and conveniently placed .",0
96,"while it is true that it will stand on end , it is also easy to knock over that way .",0
97,i also did n't like the way it displayed information way down into the screen when you are in zoom mode .,0
98,"the zoom goes up and down in magnification , which is nice , but there is always a display of the zoom size about one-quarter of the way down from the top of the screen that interferes with viewing at most settings .",0
99,"having spent considerable time with professional video gear , i find onscreen displays annoying .",0
100,i have not used the progressive scan feature .,0
101,this model has come down in price since i purchased mine .,0
102,"while it seems like some people have had trouble with theirs , mine has run well , and i would recommend it if you are considering a dvd player purchase .",1
103,"any possible problems should be weighed against the bang-for-the-buck factor , along with the fact that companies like apex seldom have good after-sale support .",1
104,"while i would like to give it 3.5 stars instead of 4 , i gave it a 4 because it has run well for me during the time i have owned it .",0
105,i purchased this unit 3 months back and i think the unit knew when my warrenty expires .,0
106,it is more than 90 days and it does not show the picture no matter what i do .,0
107,i can only hear the sound .,0
108,"i changed video cables , tried connecting to tv on input1 and input2 but no help .",0
109,i think you get what you pay for stands true .,0
110,"i have had this player for 3 months and have been able to see a total of 6 dvd 's , after the frustration and aggrivation of getting the player to do it 's job .",0
111,i have tried many times to get a hold of apex who does n't seem to answer their emails and telephone number is constantly busy as ( i believe ) the one lonely customer service rep is probably extremely overworked .,0
112,"as i emailed to the the customer service department , the only thing this player has done consistantly is use enought electricity to keep the red led burning .",0
113,"do yourself a favor and save your money to get something of better quality , or at least works .",1
114,"if i could give this a negative rating , i would .",0
115,i am surprised amazon still carries this after all of the continued problems .,0
116,wo n't play a lot of discs .,0
117,i can only confirm what other customers have said - crap !,0
118,"some movies it played yesterday , it wo n't play today .",0
119,"it wo n't play 80 % of my movies , which are all store boughten .",0
120,tech support from apex is literally - nonexistent .,0
121,"amazon , do your customers a big favor , do n't carry this item , and give them refunds !",1
122,there should have been a recall on this product .,1
123,fair warning - do not buy .,1
124,i repeat - do n't waste your money .,1
125,i bought 2 of this model for christmas presents and neither one of them work !,0
126,it is embarassing getting phone calls from family members telling you that the dvd player you gave them less that 3 months ago is no longer working .,0
127,one stopped working in february and the other in march .,0
128,"amazon has been working with me to refund my money , but they reminded me that i have past the 30 day return policy and this was a courtesy return .",0
129,"i have had great experience with amazon , but i will probably not buy electronics any more from them to avoid any future return problems .",0
130,the dvd player does not work properly .,0
131,"the player usually plays dvd 's , but has occasional problems such as : 1 ) not recognizing a dvd 2 ) stopping a particular point in a movie every time we played it 3 ) not being able to access certain special features on a rental dvd .",0
132,"this has happened with several different dvd 's and occasionally if we keep trying something , it will work when it did not work one time before .",0
133,"after we discovered the problems , we tried to contact apex ( fkor 3 months ) , but we never got in touch with them.the customer support telephone number is always busy , and they do not answer their web customer support .",0
134,i have had this dvd player for about 3 months now .,0
135,"nothing has broken on it , and it plays all the dvds i have .",0
136,unfortunately it can 't play all of the dvd .,0
137,i have several tv shows on dvd so they are divided by episode .,0
138,on 2 dvds so far it refuses to play certain episodes with no problems on the others on the dvd .,0
139,luckily i also have a ps2 which can play those episodes the player can 't .,0
140,"unfortunately i bought a player because the ps2 could n't play all my dvds , and now the player can 't play everything .",0
141,i purchased this as a christmas gift for my husband .,0
142,we tried it out christmas night and it worked great .,0
143,even viewed cds full of jpgs .,0
144,"we did n't get to use it again for over a month ( sad , i know ) .",0
145,"but when we went to use it again , there was sound but no picture .",0
146,"we saw reviews that said the same thing , and also saw here that their customer service stinks .",0
147,"though we were past the deadline for returns ( by a few days ) , i contacted amazon right away and pleaded for help .",0
148,"they authorized my late return , and hopefully they are giving apex heck .",0
149,"i hate apex but love amazon , and i tell everyone .",0
150,do not buy this player .,1
151,"who knows how many uses you 'll get out of it before it craps out , but it probably will .",0
152,we 've purchased 3 universal remotes so far-all claiming to work  apex  dvd players and none worked .,0
153,called customer service and basically was told to either keep buying univ. remotes to try or buy the replacement remote for $ 23 ( which is almost half of what i paid for the whole player ) .,0
154,if anybody knows of a remote to work this-i 'd love to hear from you !,0
155,"( on here of course ) also , a couple dvd 's would n't play and they were new ones !",0
156,i had to return the remote on this product because it appeared to be defective .,0
157,it took over 2 months and repeated follow-up to get it replaced .,0
158,the customer service dept did not list a toll free number and it was a real hassle to get through on their regular line .,0
159,i would not be inclined to purchase an apex product again .,0
160,door broke after a month .,0
161,unit took forever since the begiining to recognize and play discs .,0
162,3 months of use and it no longer recognizes anything .,0
163,forget about it .,0
164,it 's money down the drain .,0
165,get cheaper panasonics or toshibas or even sonys .,1
166,"well , it was nice while it lasted .",0
167,"after @ 3 months , it stoppped playing higher number scenes on dvds .",0
168,"as an engineer , i am embarrassed for the engineering profession when such crap is released for sale .",0
169,only used for 3 month before it 's down !,0
170,i had hoped this was bought from walmart so that i could return it !,0
171,"it sends discoutinous signals to tv , so the tv has the pictures for one moment and has only the white noise for the other moment .",0
172,the other thing i do n't like about this 2600 is that it makes the color look over saturated .,0
173,"maybe it 's good for tvs with not so good color settings , but not good for my tv that already has very vibrant pictures .",0
174,i purchased the ad2600 after feeling comfortable with the reviews i read here on amazon .,0
175,"as soon as i lifted the unit out of the box , i questioned my judgement .",0
176,the entire unit was poorly crafted .,0
177,there were sharp screw tips on the underside of the unit coming from inside that were obviously used to anchor the internal control board .,0
178,"after hooking the thing up , i found that it would only played less than 50 % of the dvds i put in it .",0
179,most of the dvds i was trying were fairly new and were in great condition .,0
180,the dvd player just would't recognize them .,0
181,"it would spin , read , spin some more and then show on the display that there was no disc .",0
182,i ended up sending the unit back to amazon .,0
183,"this dvd player plays raw mpeg2 and mpeg1 videos , jpeg , wma , cdr / cdrw / dvdr / dvdrw , and of course plays dvd movies from uk. i love the aiff , progressive scan feature .",0
184,now it would have gotten 5 stars had this baby come with features to upgrade the firmware and was able to play divx or avi videos .,1
185,but for $ 49.99 go get one !,1
186,features and looks this dvd player is overpriced had it come with sony or one of the other top brand names .,0
187,i have not even used my new dvd player and already i am disapointed !,0
188,i have been trying for over a week to contact apex .,0
189,they will not respond to my emails ( promised turnaround time is 24 hours ) and the phone line is constantly busy .,0
190,all i am looking for is a rebate form !,0
191,"i accually did n't buy the apex ad-2600 from amazon but , the reviews i found here helped me purchase it .",0
192,i have owned an apex ad-3201 for close to 3 years now and i love that deck .,0
193,"because of it 's hidden features ( no macrovision , non-regional ) i keep this baby around to watch non-american region dvd 's .",0
194,"however , the ad-2600 does n't have this feature ( for now ) .",0
195,"the cool thing about the ad-2600 it plays alot of different file like mp3 , wma cds , jpeg and kodak picture cds , dvd 's , dvd - / + r 's .",0
196,"it 's not a listed feature but , the one thing that sold the unit is that it plays mpeg video .",0
197,i find this to be a great feature .,0
198,i 've tried playing all of these discs and they all play great .,0
199,for the money apex machines have good features .,0
200,you can 't find the mpeg playback on high priced units .,0
201,"it 's low profile , space saving design looks nice .",0
202,i find the apex ad-2600 to be a great buy .,0
203,i received this dvd player free with the purchase of a palm tungsten e from officemax .,0
204,now i know why - they are pieces of junk .,0
205,less than a month later the screen freezes and eventually shows  no disc .,0
206,this is the second apex dvd player i 've had - and the last .,0
207,my first player ( model ad-500a ) went into the trash about 6 months after i bought it .,0
208,same story as everybody else when trying to get service from apex - nothing .,0
209,pay a few more bucks and get something else - it 'll be worth it in the long run .,1
210,"i was surprised to find that not only could this dvd player play mpeg2 format which allowed me to stack 2 movies on a dvd , but it also was able to play vob files which i created with smart ripper .",0
211,the aff feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal .,0
212,loved the slim design .,0
213,this unit was working fine for the 1st month and a half and then the color signal disappeared .,0
214,apex has still not responded to my email describing the problem after almost a week and their customer service line is always busy .,0
215,"it plays all my back-ups , + or - , and everything else i have put in it without a hick up .",0
216,audio is excellent .,0
217,well worth the money .,0
218,"after having bought and been disappointed in another brand of dvd player , i purchased the apex ad2600 from amazon and first of all i should say it was delivered much more quickly than i had expected .",0
219,i am very pleased with the apex ad2600.it plays just about anything you put in the drawer .,0
220,"so far i 've played regular dvd 's , backup dvd-r 's , mp3 cd 's , and regular cd 's .",0
221,"i have not yet tried the photo show capability , but i 'm thinking that will probably work well too , based on the success with the above mentioned disks .",0
222,i do want to mention too that it is certainly worthwhile to read the instruction manual that comes with the unit .,1
223,"the comments i 've read about having problems with this dvd player all seem to stem from pushing the incorrect buttons on the dvd remote.for instance , pushing the button to play pal ( european type ) movies , when an ntsc ( usa type ) movie disk is in the disk tray .",0
224,"so , if you read the instructions well , you should n't have any problems with this dvd unit .",1
225,"i can 't speak to its long-term reliability , as i 've only had the apex ad2600 for a little over a week at this point .",0
226,"but , it seems to work so well now , that i do n't anticipate any problems with it .",0
227,bottom line for me is that for the price i do n't think you can go wrong at all by purchasing this dvd player .,1
228,simple to use and hook up .,0
229,"comes with standard rca jacks for output , along with s-video output ( s-video cable not included , must be purchased seperately ) and also component video outputs .",0
230,the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used .,0
231,i also own an  apex ad 1201  dvd player and have had no problems with it since i purchased it almost 1 1/2 years ago .,0
232,one big difference between the 1201 and the 2600 models is that the 2600 model is virtually silent .,0
233,and does n't need to be placed in a cabinet like the 1201 does .,0
234,friends of mine who own apex tv sets are also all very pleased .,0
235,i would not hesitate to purchase this if you are uncertain of the brand name .,1
236,consider it for a future gift too !,0
237,this dvd play is basicly junk .,0
238,it wo n't play all of my movies .,0
239,keeps coming up with no disk errors .,0
240,"i tried called apex cust service , no help .",0
241,do n't waste your money .,1
242,"mine was 2 weeks old and i chucked it in the trash , where it belongs .",0
243,this is the 4 apex player that i have bought .,0
244,you might think you are saving money by buying an apex but in the long run you will spend more .,0
245,each of the 4 lasted less than six months .,0
246,you can get a pretty good progressive scan sony or toshiba now for 68 bucks just about anywhere .,0
247,spend the money its well worth it .,1
248,this is the best dvd player i 've purchased .,0
249,"i 've owned a panasonic and sony dvd and this one outperforms in function and image quality and most of all , access speed .",0
250,"for those of you who has problems with this player , i 'd suggest checking the owners manual to get the right setting so that you are not displaying the wrong mode and have no picture , etc.",1
251,"this player has worked flawlessly for me and at this price , you can 't go wrong .",0
252,80 % of the features on here you will not get by spending $ 100 on a sony or panasonic .,0
253,"having said that , this is what you do .  add to cart  !",0
254,i have sent my ad2600 back to apex because it wo n't play certain disney and other dvd movies ( no disc message ) .,0
255,they sent me a new ad2600 with the same problem .,0
256,i call apex customer service and they told me that there is a known problem with the model playing disney and other movies and that it is not there problem so i 'm stuck with a new dvd player that wo n't play my kids disney movies .,0
257,i bought this dvd player mainly because my old sharp dvd player could not play most of the dvds from the store that i rent from and i had to watch them using my pc 's dvd-rom player .,0
258,"well , this apex dvd player turned out great !",0
259,"it plays basically every media i 've tested so far , even an old vcd that i ripped years ago and the rental dvd that could n't be played on my old $ 200 sharp player !",0
260,"i have to say i 'm also pretty impressed by the user interface for playing jpeg , mp3 and mpeg files stored on cd-rs / dvds .",0
261,it 's almost like having a media player / file manager built into the dvd player .,0
262,i did not want to have high expectations for this apex player because of the price but it is definitely working out much better than what i would expect from an expensive high-end player .,0
263,what more can you ask for from a $ 40 dvd player ?,0
264,i guess i 'm just lucky to get a good working unit !,0
265,hope the unit lasts as i 've only had it for 3 days .,0
266,and the slim form-factor together with the mirror-like front panel sure makes the player look cool and pricey !,0
267,"one bad thing though , i find the remote-control a bit flimsy and i predict it will most probably ' die ' before the player does .",0
268,"finally , amazon 's free shipping is really getting good , it took only 3 working days for the player to reach me !",0
269,"i purchased two of these players for christmas gifts , and both were bad .",0
270,the first one would n't work from the start .,0
271,the second lasted about two weeks before the video went out !,0
272,"amazon.com promptly refunded my money for the first one , because a replacement was not available ( thanks amazon.com !",0
273,i am still trying to resolve the problem with the second one .,0
274,"i have tried several times to contact apex digital through their on-line support site and their telephone line , but they wo n't answer my emails and their telephone line is always busy .",0
275,i will never buy another apex digital product !,0
276,for the most part this is a good dvd player .,0
277,"but about 25 % of dvd 's i 've played on ithave a problem , when watching a movie the picture will freeze , but the dvd still plays , and eventualy the picture kicks back in after skipping a few moments .",0
278,usually i just skip to the next chapter to avoid it .,0
279,we have had this product for over a month and yesterday it stopped working .,0
280,it is connected to an old television set via composite video and analog audio outputs .,0
281,there was neither picture nor sound .,0
282,"connecting the same outputs to a video card in my computer , there was sound but still no picture .",0
283,"the trouble shooting section in the user 's manual , suggesting correct and secure connections , does n't help .",0
284,i searched on the internet and found one tip which solved our problem : press i/p button on the remote control .,0
285,it makes the dvd player to switch between interlace mode and progressive scan mode .,0
286,obviously there is no composite video output and different analog audio signals at progressive scan mode .,0
287,we are overall pleased with product .,0
288,i would have rated it five stars but for the poor manual .,0
289,i think most of you people complaining about no video is due to you hitting the wrong button either the p/n = pal / ntsc or the i/p is set to progressive scan .,0
290,another stupid move .,0
291,i purchased this as a christmas gift on 12-4 - 03 .,0
292,it worked from 12-26 to 1-9 at which time the picture failed completely ( see other negative reviews-my unit was n't the only one this happened to . ),0
293,"i tried calling the support number for a week , several times a day , and always got a busy signal .",0
294,i also registered the unit online and posted two messages to the apex support person ( there can 't possibly be more than one !,0
295,neither message was answered ( they ask for 24 hours before replying - i 've been waiting 27 days . ),0
296,i finally returned the unit to the company along with copies of my messages and return info .,0
297,"let me quote a customer service rep from one of the authorized apex service locations in my state ( they only service apex tv 's , not dvd players ) :",0
298,"you can send it in , but i would n't count on ever seeing it or a replacement again .",0
299,"it only read the dvds 10 % of the time , otherwise i would get a no disc screen .",0
300,i got this dvd player as a gift and had to send it back .,0
301,"amazon was supposed to send me another one , but did n't and sent me a gift certificate instead ( i 'm guessing because the price has gone up on this unit since december ).",0
302,"progressive scan player for a relatively low price ( although the better known manufacturers like toshiba , pioneer , and panasonic are now offering lower-priced progressive scan players as well ) .",0
303,"seems to read most dvds fine , and reads quietly ( i had a pioneer player that had fairly loud disc spin noise ) .",0
304,"also , i have not had trouble reading svcds that i created and vbr mp3 cds ( my old apex ad-1200 had trouble with these ) .",0
305,"output through component connections looks very good , on my non-hd tv .",0
306,"i 've had this player for several months and it reads most discs , but it would not recognize several discs that were clean and read on other players ( from friends season 2 ) .",0
307,"it would just spin up and stop , and display  no disc  .",0
308,"my other gripe is the incredibly crappy remote , which is worse than other , cheaper apex units .",0
309,"for some reason they made the navigation buttons all one button , a ring around the enter / play button .",0
310,you have to press the buttons hard and frequently i end up pressing enter when i meant to scroll .,1
311,"also , for some reason the picture looks washed out on s-video , with lots of color bleeding , compared to a component connection ( should not be much of a perceptible difference on a 27  tv ).",0
312,ok this is our first dvd player so what do i know .,0
313,"i checked out the amazon reviews and i 'm pleased to say mine worked , works , fine right out of the box .",0
314,i like the auto fit feature = you can stretch widescreen dvd 's to normal .,0
315,lot 's of other features that i need to find out about .,0
316,looks ok - very shiny chrome and mirrors .,0
317,things that i 'd prefer different - there 's a red light that shines when it 's turned off !,1
318,"and the remote is cheap and cheasy - not sure how long it 'll last , but for 50 bucks what the heck !",0
319,this thing plays everything i feed it .,0
320,i wanted a dvd player that had basic features and would be able to play dvd - r format disc 's that i had made myself .,0
321,when i 1st tried it i found that it had no problem playing the more expensive dvd - r media disc 's that other players would play but to my surprise was able to play cheep media that i had burned that i could n't get to work before in anything but the dvd burner itself that i had made the disc with .,0
322,"easy to use , small form factor , and looks good to boot .",0
323,i wish i could give negative stars !,0
324,i bought this dvd player in november .,0
325,i have an apex ad600 for a few years now which still works great today .,0
326,i figured with a great first product and with this one having more features than the 600 i would buy one .,0
327,what a mistake !,0
328,after about an hour it starts skipping like the dvd 's are dirty .,0
329,i 've tried several dvd 's and even new ones do the same thing .,0
330,i have ice age and it keeps telling me no disc .,0
