1,@manan Hahaha don't worry Microsoft will giveaway WP7 devices to all attendees. :D,0
2,"RT @gsmarena_com: Windows Phone Marketplace expands, details about WP Tango emerge: Microsoft has been working hard in recent time... ht ...",0
3,"@kirstenwright I switched to WP7 (Samsung Focus). I have to admit, Microsoft did a great job.",0
4,"Just like the #USA caused the Real estate bubble, @Microsoft (an US company) now causes the #WP7 bubble. It kills thousands of jobs @Nokia!",0
5,I don't think Microsoft actually check apps for WP7 like Apple does bc I'm seeing alot of messed up apps on my WP7 marketplace.,0
6,Amazing to see where #WP7 is going. Microsoft is doing a amazing job improving the platform. And that's why i love that company! :),0
7,@Windows @Microsoft  #win7tech #windowsphone  Q1 Skydrive / just catching up! :),0
8,"RT @sansoftonline: Does Microsoft Really Need A Windows Superphone?: A leaked Windows Phone roadmap made the rounds earlier today, ... h ...",0
9,"I might need to buy a WP7 phone. Microsoft genuinely supports homebrew/jailbreaking, which is full of wincake.",0
10,#microsoft releasing tools that allow #android devs to easily switch to #wp7 development.. :-)  interesting,0
11,RT @NowTwitting: Microsoft / AT&T Windows Phone 7 launch event to be live-streamed - National Technology: Although some analysts ha... h ...,0
12,@Vodacom  False! It comes with Microsoft Windows Phone 7.5 Mango! #VodacomQuiz,0
13,Pretty excited to get approved by Microsoft today to start submitting apps to the #wp7 (windows phone) marketplace...,0
14,"If you ignore the missing and broken features, Windows Phone 7 ain't half bad #WP7 #Microsoft",0
15,"#microsoft Coming Soon to Windows Phone 7, 'Falling Birds', GET READY!!! 4702760",0
16,"RT @mashabletech: Leaders at @Microsoft discuss the roots & principles behind the Metro interface in Windows Phone, Windows 8 - http://t ...",0
17,@JeffWeber Microsoft now makes way more on Android than they have on WP7,0
18,"RT @saifulmuhajir: Dear Microsoft, put your Windows Phone on your newest #open technology program. You'll be.. awesome. #opensource",1
19,"@zc456 THe phone just came out.  From what I was told when I talked to a Microsoft Rep about the WP7 : ""Oh, the phone is unhackable.""",0
20,RT @wleong: @johnsheehan will be presenting RestSharp at the #WP7 Peer Learning Group tonight at #Microsoft Silicon Valley.,0
21,Why would Microsofts photosynth app land on the iPhone before the Windows phone?,0
22,@KazeNoStephen @thetecheye @steviemacuk meanwhile Microsoft has earned more money from Android devices sold under license than from Winphone,0
23,"Two turkeys don't make an eagle, but those are two very special turkeys :) #nokia #microsoft #wp7",0
24,"Microsoft: Free Windows Phones, Training for webOS Developers: In the wake of HP's blockbuster decision to kill off its Palm webOS pl...",0
25,___ @bigbrovar: After seeing the preview of the n9 there is just no way elop can claim not to be a Trojan for Microsoft. It's better than wp7,0
26,"Apple was like design is important...iPhone, then Microsoft was like hmmm shit wp7, then Google was like I guess it's time for a redesign",0
27,"Say word, the Microsoft Windows phone is leaping over Google Android and soon Apple iphone & Blackberry....Bill gates has done it again!",0
28,"Microsoft has the hardware to crack TV. It's called an Xbox. But like the Windows Phone, they suck at building an ecosystem for developers.",0
29,"RT @Harsh4d: @MicrosoftIndia Thanks for the information. Btw, will there be any launch event for WP7 in India?",0
30,"RT @dinabass: Windows Phone: 2 years on the market, now on its 3rd marketing VP as Microsoft hires McCann's Thom Gruhler",0
31,RT @EmileCarter1: @jrobertfox @fxshaw @parislemon   Anyone thinking Microsoft can't innovate hasn't seen Windows Phone 7.5 or Windows 8,0
32,RT @tabletinsider: Will Windows Mango Update Make Windows Phone 7 Successful?: Microsoft has announced today the next software upda... h ...,0
33,At the Windows Phone Coding Days at Microsoft's office in cologne - pretty long introduction up til now :( #wp7cd,0
34,"RT @oviabhi: RT @weemundo RT @clubdirthill On this day two years ago, Microsoft announced Windows Phone 7 Series at MWC2010 in Barcelona.",0
35,"RT @jennylwilliams: Yes, I do love Apple. Microsoft finally done something to be proud of says Stephen Fry of Windows Phone 7 #wp7",0
36,@nikhilpai @wpcentral well done Microsoft launched the windows phone 7 support in India on a day when no one could careless. Good start,0
37,"RT @DTNIndia: DTN India: Microsoft launches update of its Windows phone software, hopes to close gap on Google and Apple: The ... http:/ ...",0
38,"Just got confirmation from Microsoft that we'll be getting another Windows Phone 7 review model. This time, the Optimus 7.",0
39,"@flibblesan if WP7 was popular, then Microsoft would be fucked.",0
40,"Would I swap my iPhone for a Windows Phone Microsoft? In a word, no.",0
41,It's sad that @NokiaUS & @Microsoft didn't put St. Louis in their Code Warrior project. We already have an established #WP7 base here!,0
42,RT @phonescoop: Chrome to Windows Phone 7 Now Available: An extension for Google's Chrome browser allows users of Microsoft's Wi... http ...,0
43,@freitasm @KevDaly I would like to know what budget does @MicrosoftNZ have for marketing #wp7 ? Is it expressed in USD or peanuts?,0
44,RT @HumaneSocietyNY: Some pics from yesterday via @engadgetmobile at Microsoft 'biggest Windows Phone ever' in NYC's Herald Square http: ...,0
45,windowsphone ILoveWindowsPhone because I have Microsoft Office at my finger tips.snab,0
46,@shrop WP7 is nice but its v.1 couldn't compete with latest version of Android. Hopefully Microsoft will continue to iterate.,1
47,"RT @tech_pundit: I fully understand that the home screen on a WP7 is more interactive than all other platforms,that was what Microsoft u ...",0
48,@ZuneSupport i can buy apps from within wp7 marketplace but not Microsoft points from zune bc it says my cc is not valid (it is def. Valid),0
49,"I need a simple resources (Books, Videos ...etc)  for Windows Phone Application#N##Microsoft #WindowsPhone #Technology #Help",1
50,Updating the new Windows Phone. Microsoft still can't seem to get a handle on how many steps it'll take. It varies from 6 to 11 every 2 min.,0
51,"@wmpoweruser: Microsoft wants Windows Phone to be the most secure phone the market has ever seen."" Before the most used it's better :)",0
52,I just wish Microsoft would make WP7 the best damn mobile OS ever. Stuff it right up Google's nose.,0
53,"RT @resn_has_no_i: Can Microsoft do anything without complicating it... Why ""Windows Phone 7""?! How about starting at ""Windows Phone""!",1
54,#nokia and #microsoft could really make some interesting things happen. But there is still a lot to catch up. #windowsphone,0
55,What I want: A plugin for Microsoft Word that gives me the same autocorrect as on Windows Phone 7. I have been spoilt by how good it is #wp7,1
56,@mattrobs I can see Microsoft sweetening up their WP7 offer to HTC & Samsung and drawing them across. Google checkmated themselves.,0
57,"Windows Phone Live is now ""My Windows Phone"", with Microsoft ...",0
58,Microsoft has announced windows phone 'mango'. A free update to phone7 coming in the autumn. Includes ie9. #fb #li,0
59,"@redtidal @windowsphone @microsoft can't really expect 3rd party devs to support #wp7 when your own divisions don't, can you?",0
60,RT @wp7_connect: Microsoft & Nokia to Pick Up RIM? Blackberry to Run Windows Phone?: Rumors are swirling around again that Micros... htt ...,0
61,Microsoft just bought Skype for $8.5 B...I wonder if that's a good thing. It might play nicely into their Xbox/Kinect/WP7 strategies...,1
62,Top 5 mobile by Techbot. com  1st: Windows Phone by Microsoft. 2nd: Android by Google. 3rd: i phone by Apple. 4th: Blackberry by MicroSy ...,0
63,"@thurrott Is it just me or does Microsoft really suck at search in the Windows Phone Marketplace? ""NBA"" comes up with random crap.",0
64,"Microsoft have covered nearly everything in #WinPhone7. Advertising SDK, Marketplace policies, trials, Free VS2010 and public documentation.",0
65,RT @bremic9188: Microsoft turned the volume up to 30 in Mango. #WP7,0
66,Microsoft releases SkyDrive app for Windows Phone and iPhone http//:wp.me/p20XB7-U #windows #iPhone,0
67,@BenThePCGuy reason why I want a windows phone ummmm maybe because windows and Microsoft are TOP DOG and always have been,0
68,"Nokia L800 wins hands down vs iPhone 4S in my eyes, but please Microsoft, more apps needed on Marketplace! I can't keep switching! #wp7",1
69,"Up to a few days ago, only bad news about #WP7.Now thee press calls for a shining future. How did #Microsoft change the opinionists' minds ?",0
70,Windows desktop OS is GARBAGE!!!! Windows Phone 7 is actually nice. Microsoft is the epitome of inconsistency.,0
71,Can someone @microsoft get me a windows phone please? :p (via @JayMontano) me too please,0
72,"Pretty good phone, but no traction: Microsoft  company exec Terry Myerson will take over its struggling Windows Phone division.",0
73,Windows Phone 7 Tips and Tricks (VIII) - the Three Buttons: Microsoft is trying to standardize all smartphones that run its Windows P...,0
74,microsoft windowsphone speak out against SOPA or GTFOrIb,0
75,"I'll give Microsoft this, all their products (WP7, W8, NXE) are being unified by the same Zune-like interface, which isn't half-bad...",0
76,@sahalhemant let's see how Windows Phone does - best thing I've seen from Microsoft in 25 yrs,0
77,"Heh. Well at least Microsoft won't have to worry about fragmentation with Windows Phone. Google and Android, on the other hand....",0
78,"Microsoft does have a roadmap for #WP7. It just relies on Bing, so there aren't turn-by-turn directions. @DrPizza @segphault",0
79,"Incredible that, many months after release, Microsoft still doesn't have any screenshots of Windows Phone 7 in its ""news center""",0
80,"Call it Windows Phone 7 day: Microsoft's Oct. 11 WP7 event = 9:30 am press conf., 7 pm party + device showcase & open house in between.",0
81,The twitter for windows phone client is dreadful. Hurry up @Microsoft and approve @carbonwp!!!,0
82,"Leaked Microsoft roadmap reveals Office 15, IE 10 and Windows Phone details:   If accurate, then this leaked Microsoft roadmap that's...",0
83,Up nice and early for Microsoft #PDC10. Expecting some nice Windows Phone 7 news among other things.,0
84,RT @siliconrepublic: Microsoft reveals capabiliites of next Windows Phone 7 update: Microsoft last night previewed the next generatio... ...,0
85,"What's wrong?Why does everyone shout #nokiaplanb?#nokia made good decision,finally they have some strategy #wp7 #microsoft",0
86,Nokia/Microsoft shifting LESS THAN 1m Windows phones. Not looking good for what is pretty OK Mobile O/S. People just going off MS generally?,0
87,Love is in the air on Microsoft.dk - win a Windows Phone 7 for yourself AND one for your Valentine! www.microsoft.dk,0
88,RT @Querida184-Windows Phone 7 Gets Free Netflix Streaming App In Canada: While Microsoft was beaten to the punch by Sony when it... h...,0
89,That Windows Phone is ugly. Everything Microsoft is ugly. Except #XBOX :|,0
90,CES: The Microsoft challenge -- $100 to anyone who can beat Windows Phone speedÔ_using a rival device.,0
91,"Played with the Windows Phone 7 HTC HD7 tonight at the @microsoftstore . I was pretty impressed. phone choice = hard. wp7,droid or iphone4?",0
92,RT @jm_deluxe: Microsoft are taking #wp7 metro UI and making it their desktop PC OS. #bldwin summary over,0
93,LG Optimus 7 Officially Leaked Before Windows Phone 7: Microsoft Windows Phone 7,0
94,suspicious!! :))) RT @nickmcquire: Just noticed that Stephen Elop - CEO of #Nokia - follows #Microsoft Windows Phone on Twitter! hhhmmm,0
95,"What? Only six versions of Windows Phone 7? Microsoft's plan is to ""kill"" the iPhone with a series of small darts.",0
96,Microsoft demos real time gameplay between Windows Phone and Xbox 360: Microsoft's demo at this week's Mobile World Congress showed-o...,0
97,"RT @abgaryali: @Microsoft going all ""O""s for #WP7 updates? First NoDo then Mango n Apollo... Wat next? ""DILDO"" it ends with ""O"" too. (cc ...",0
98,"@JeffWeber Now that Microsoft have paid devs, and I assume given you sales figures, is the WP7 market picking up and worth getting into?",0
99,Free blue shirts you will never wear in public @Microsoft @WindowsPhone #MWC12,0
100,Microsoft paid Nokia US$250 million to adopt Windows Phone,0
101,RT @Gilly2468: Microsoft could organise a piss up in a brewery but judging by #WP7 Day only 1 person out of a group of 1000 would get pi ...,0
102,@charlesarthur Made me smile that Nokia/Microsoft used Google's YouTube for their video! :Ô‘) #WP7 #Google,0
103,Microsoft finances WP7 Development with Android royalties!,0
104,"RT @JobsAdda: Microsoft's Windows Phone 7 launch event is tomorrow at 9:30AM ET, and we'll be there live!: #N#As you may have hear... http ...",0
105,"RT @lesanto: Let's all hope Nokia with Symbian, and Microsoft with #WP7 can produce the goods. We don't want a two horse race in mobile  ...",1
106,"How creative is Microsoft! They're about to release their new Windows phone ""Mango"" like we need another phone with a fruit name....",1
107,"Tomi comment 3 Nokia non-evil - when Microsoft decided 'is too expensive' to build migration path frm WINDOWS mobile 2 WINDOWS phone, Nokia?",0
108,RT @Next_Gadgets: Microsoft shows off upcoming slim Samsung WP7 phone: Ô_Microsoft at the Throughout the world Partner Conference ... ht ...,0
109,@agafonovslava do you personally use Windows Phone? Is it mandatory for Microsoft Employees?,0
110,"I know I have a bunch of Microsoft developer followers, I am curious...anyone making money with a WP7 application?",0
111,Debunk: Elop never said Microsoft is paying Nokia billions of dollars to use Windows Phone and related posts: EngadgetIn our sitdow...,0
112,RT @thecomicproject: Huh!? Microsoft is using fruit names for WP7 updates? Starting with Mango for 7.5. Doubt it will ever get to Apple.,0
113,"@Ke_Malose Apple has iOS, Android is Google's mobile OS that is on various devices, Windows Phone is Microsoft's, which is already out",0
114,RT @ShoutMGB: Microsoft's Windows Phone Head Criticizes Apple iPhone 4S: Microsoft's Windows Phone division President Andy Lee... http:/ ...,0
115,Microsoft's Windows Phone 7.5 includes Mall Maps directly within the Bing maps interface. :>,0
116,RT @Scobleizer already more excitement on Twitter for Microsoft's Windows Phone 7 than for Nokia N8 or RIM's latest. That says volumes. #wp7,0
117,@windowsphoneuk any chance of being able to pay for #Xbox #Live games with #microsoft points or @PayPal any time soon on my #WP7 ??,0
118,i doubt......wont get my phone tomorrow...th email looks gloomy.....i hope i get it on thursday #htc #hd7 #wp7 #microsoft,0
119,"RT @Microsoft: Weekend Reading:@Bing expands @Facebook ""liked results"", #wp7 coming soon to @Sprint + see the future of computing http:/ ...",0
120,@mikemacias WP7 is going to rock. Just wait and see dude. This Nokia and Microsoft partnership will rock.,0
121,"@thisismynext Why is microsoft the only company you guys bash in the podcast. Android updates are way slower than WP7, copy and paste for",0
122,RT @TheRomit: Can s'one from Microsoft take this & smack the carriers with it for hiding #wp7? @joebelfiore @BrandonWatson @benlower htt ...,0
123,"@mcleodd So, it turns out you can't change the search engine on Windows Phone from Bing to Google. Smacks of old-school Microsoft tactics",0
124,"@WinPhoneSupport Apparently the APIs does not allow integration the same way as e.g. Skydrive, so it's a @Microsoft issue. ;)",0
125,Microsoft wint #Spinaward met Britt- campagne Windows Phone. Congrats @WindowsPhoneNL,0
126,Why Microsoft's Metro UI could slowly kill Android: Microsoft's effort to merge the Windows Phone look and feel with Windows 8 will p...,0
127,Microsoft battles delays in Windows Phone app approvals http://localhost/am_new/news/world-news/microsoft-battles-delays-in-windows-phone-ap,0
128,"@PepperApp Nice app guys, really uses Microsoft's Metro UI to great effect. A question, what made you chose WP7 as the launch platform?",0
129,Intro to Hawaii Services SDK for mobile app development #WindowsPhone7 #Microsoft #cloudcomputing,0
130,@vzwsupport why oh why is OBEX and GOEP blocked for the HTC trophy? Do u guys hate Microsoft? Forget the past (KIN) & make WP7 even better!,0
131,Microsoft paid Nokia $250 million to use Windows Phone.,0
132,"It's almost like Microsoft actually listen!  :D  In other news, I can now buy #windowsphone apps!",0
133,"RT @benjamincrozat: TNW: Great, so Tweetbot for Windows Phone, coming in Fall 2012, got it. _ã” PH: Sure if Microsoft wants to send a ton  ...",0
134,Post-lunch session kicking off. Hoping for some fun tech details. #WP7 #microsoft,0
135,Is registration for Microsoft windows phone 7 beta exam finished (70-599)? #wp7 #wp7dev,0
136,"RT @idccanada: Microsoft Windows Phone back in the game, with a bold vision, possibly a new benchmark in smart phone user experience htt ...",0
137,According to ZDNet: Microsoft's Windows Phone 7 is the most stable mobile phone OS |  j.mp/qAUzKh @mollywood didn't your test 1 crash often?,0
138,RT @arun8gb: Nokia acquires Microsoft Windows Phone Divison. #justimagine #futuretweet :p,0
139,"@eldarmurtazin Doesn't matter. Windows Phone shall prevail. Or not. Anyway, Microsoft will reap patent license fees.",0
140,"@Microsoft_Feed Awesome mate, i'm sure you will enjoy it :D #wp7",0
141,Will Microsoft comment on its enterprise roadmap for Windows Phone 7?,0
142,"Windows 8 can support ARM architecture, what does it mean for you? SQL Server 2012 and Windows Phone 7.5 - exciting times for Microsoft.",0
143,@thurrott WP7 may be all good accept for those with disabilities. Huge #fail for Microsoft. Shame on them! Blind  users not able to use WP7.,0
144,"I concur""@rajupp: Mark my words. Microsoft will only provide partial Apollo update to existing wp7 devices.""",0
145,Windows phone 7 mobile devices cannot sync with outlook!wth??both are microsoft products & they arent compatible?Is this some kind of joke?,0
146,@bc3tech @UserCommunity Yeh one of the 8 winners of Microsoft First Apps Contest. I ported my free WP7/XNA Game Air Soccer Tour to #win8,0
147,"RT @PaulSloan: OH: ""You're using a Windows phone. You must work for Microsoft.""",0
148,RT @eWEEKNews: Microsoft Firm on Windows Phone 7 Developer App Payments: Microsoft is adding more customer service to its Windo... ht...,0
149,"@MicrosoftStore too bad there aren't any stores in new england, swapping a windows phone for my nexus one would have been awesome",0
150,#microsoft #WindowsPhone7 I'd like multitasking please,1
151,But now with them aligning with microsoft and switching their operating platform to that of windows phone is a bitch move!,0
152,#TrueAchievement Status Change: Windows 8 is... different. I don't know if setting it up like the WP7 was the best idea ever by Microsoft.,0
153,Windows Phone update delayed yet again. Are sleeper agents from Apple or Google working at Microsoft?,0
154,Microsoft Delays Windows Phone 7 in China to First Half 2012 - PCWorld,0
155,"RT @bbc24: Microsoft launches its Windows Phone 7 smartphone, hoping to counter the Apple iPhone and Google Android phones.",0
156,RT @MadMaxMel: had another great day in Windows Phone 7 test labs at Microsoft HQ; got our new prototype running on real devices :) #in  ...,0
157,@WPhoneDaily congrats but i hate you. i thought you got a #wp8 exclusive from @microsoft or something #IWish,0
158,@Microsoft  Keynote at #CES in about 25 minutes....waiting to see the new #WP7 devices..hopefulyl headed to VZ all decked out.,0
159,Shady Microsoft. IM+ removes MS Live Messenger support because Microsoft asked them to remove it to stay in the WP7 Marketplace. Shady!,0
160,RT @glanceandgo: The new Xbox menu looks amazing! Loving Microsoft's unified Metro vision for the future #e3 #WP7,0
161,RT @microsoftcanada: Nice! @petejrussell Wanted 2 let u know a co-worker (iPhone user) commented on how smooth the WP7 interface is - ke ...,0
162,You know what would be a really clever thug Microsoft could to to get Windows Phone's foot in the door?,0
163,Any Microsoft insiders out there that can lend me a Windows Phone 7 handset for a KONG TV morning biz news segment re: Monday launch?,0
164,@deVos_NL People shouldn't use the stockmarket for tech advise #wp7 #nokia #Microsoft,1
