1,You can find useful tips and information on Insight's website .,1
2,Go to the TIPS tab on the homepage and find further information on the following :,0
3,"Frequently Asked Questions : Get answers to the most frequently asked questions about Insight Vacations tours ,",0
4,Travel Information : Travel information on all countries that Insight Vacations tours .,0
5,Your most common questions will be answered within these specially prepared downloads .,0
6,Before You Go : Everything you need to know before you go on your Insight Vacations tour .,0
7,From passports and visa questions to what and how to pack for your holiday .,0
8,"Our On-Tour Recommendations : A selection of recommendations on places to shop , dine and sightsee during your",0
9,Stay In Touch and Save With ekit : Get your prepaid international phone and SIM to stay in touch and save while on tour .,0
10,"Control the costs of your calls , texts and data , and don't get surprised by large phone bills when you return home .",0
11,"London Reception Centre : 12 July 2011 marks the start of an exciting new era for our London Reception Centre , as we open the",0
12,On Tour : To ensure your journey is comfortable and enjoyable with Insight Vacations our on-tour tips to help minimize,0
13,"European Distance Chart : Classified into countries to guide you on your journeys with Insight Vacations , find the",0
14,I am greatly influenced by the tips you provided .,0
15,It has lots of things to follow and for the tour planning .,0
16,"Last edited by : John - Moderator , 11 June 2012 21:44",0
17,"I was disappointed that the European Distance Chart doesn't list any of the cities on our tour : Warsaw , Russia and the",0
18,I am about to join the Spain\/Portugal tour .,0
19,Will I need a jacket for the evening ?,0
20,Really very helpful advices to make travel easy and stress    free .,0
21,there are many vacation rental companies available online for booking your vacation rental But few of them are fake ones,0
22,"You will great offers for Saint Lucia and very good services ,",0
23,Auusie travellers to the above countries .,0
24,what are your plans with money ... are you just taking credit card or will you carry local currency before the trip ?,0
25,"It 's mainly geared towards American travelers , but has some useful info on ATM locations which you may like to consider .",1
26,"I 'm currently finishing the Turkey part of my trip , and about to start the Greek half .",0
27,Wrote some tips here .,0
28,I will take some amount of cash and will use credit card for most of the expenses,0
29,quote : credit card,0
30,credit card is better but always a fear with it of loosing .,0
31,"Last edited by : John - Moderator , 31 May 2012 16:39",0
32,We did not use credit cards at all in either Egypt or Turkey .,0
33,They are useless for small purchases in the markets and for drinks or a bite to eat for lunch .,0
34,"Could n't get the cash in NZ before we left , but had no trouble at all using ATMs in both countries .",0
35,We used both credit card and ATMs in Turkey with no problems using just commonsense on where and when to use either .,0
36,We used credit cards and atm 's in Egypt without any trouble - also kept small amounts of local currency for small purchases .,0
37,For others that have been to these countries when would you suggest was a good time ?,0
38,I was thinking perhaps September or March\/April .,0
39,I like warm weather but after touring this European summer hubby did n't think that much of the high 30s we had or the 44 in Turkey -LRB- due to his asthma -RRB- .,0
40,He would be much happier with high 20s .,0
41,I know this question is difficult to answer as every season is so changeable from previous years,0
42,The weather was beautiful and not too hot .,0
43,We were able to wear shorts some days and even go for a swim .,0
44,In Spain it was kind of hot and we tried to put the air on and were told they only run it in July and Aug. .,0
45,I think it was in the mid 80 there and around 80 in Morocco .,0
46,Hotels were very comfortable and very nice .,0
47,We went there the around the 20th of April a few years ago .,0
48,"I went mid-September -LRB- 2005 -RRB- and the weather was great , not too hot or too cool-think mostly in the mid 20 's and only had rain on 1 day in the afternoon .",0
49,"I 'm not a shorts kind of person , spent most of the time in capris , jeans , short sleeved t-shirts .",0
50,You 'll get the most heat in Morocco but even that was around the mid to high 20 's .,0
51,You 'll love it !,0
52,"Hi , we went on this tour in the middle of April a few years ago , we had good weather the whole time from low 20s to high 20s in Morocco .",0
53,There were fields of wildflowers in Morocco which was a real surprise .,0
54,This was a wonderful tour you will have a great time .,0
55,I was wondering when Americas school holidays start and finish .,0
56,Areas of Montana and Wyoming I 'm going to a ranch before my tour .,0
57,"Last edited by : Allison , 14 January 2008 23:33",0
58,That depends on the school district and there are a lot of them .,0
59,Generally the school vacations start about the first week in June and end about the last week in August .,0
60,"As Pauline wrote , each individual school district sets their own dates .",0
61,The ones I noted are in Northern California .,0
62,New York schools end the last week of June and return first week of September .,0
63,I have just been reading the Travel tips for Australians and in particular about `` Secure Sentinel '' for protecting credit\/debit cards etc. and other travel documents whilst away .,0
64,Has anyone had any experience with this company and is it worth joining for 12 months ?,0
65,I hate to think what would happen if either myself or my husband had our wallets stolen whilst away .,0
66,We will be traveling with Insight for 2 weeks in Switzerland but then we have another 5 weeks in Europe .,0
67,"We consider it cheap insurance in case anything goes wrong , which we hope never does .",0
68,We updated everything before we went away last year,0
69,Make sure you add your passports,1
70,We think this service is great value,0
71,We have been members of Secure Sentinel for a few years now .,0
72,I have had cause only once to use the service when I had my purse stolen from work .,0
73,Just one phone call,0
74,It was a great relief not to have to all the ringing around .,0
75,It was stressful enough as it was !,0
76,Thanks for the info Midge .,0
77,We have decided to join hopefully only for `` peace of mind '' but if something does goes wrong we will be able to get prompt action on the canceling of our cards etc. .,0
78,We really enjoyed our time in Switzerland,0
79,We are going on the Romantic European trip starting on the 11th May 2008 and need to know if it will be warm enough for 3\/4 pants and t-shirts or will we need warmer stuff .,0
80,What will the average temperature be .,0
81,"The weather can be all over the place , I would take both summer and winter and some in between a warm jacket , layers .",1
82,"I 've had snow , rain , nice sunny days but cool and then some days in the 30s .",0
83,Be prepared for anything .,1
84,Tempeture mid teens - 30s .,0
